,Unnamed: 0,Age,Married,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges
526,526,53,Yes,Offer B,Yes,17.07,Yes,DSL,25.0,No,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,53.85,3399.85,1092.48
527,527,46,No,Offer C,No,,,DSL,8.0,Yes,No,No,Yes,No,No,No,One Year,No,Mailed Check,35.6,1072.6,0.0
528,528,68,No,,Yes,10.51,No,DSL,20.0,No,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,54.8,731.3,136.63
529,529,57,No,Offer E,Yes,2.6,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.25,186.15,23.4
530,530,37,Yes,,Yes,12.8,No,DSL,5.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45.7,45.7,12.8
531,531,22,No,Offer C,No,,,Cable,82.0,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,54.55,1362.85,0.0
532,532,30,No,Offer A,Yes,49.42,Yes,Fiber Optic,53.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.05,7532.15,3508.82
533,533,50,No,Offer E,Yes,31.02,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.7,129.55,186.12
534,534,30,Yes,Offer E,Yes,42.66,Yes,Cable,85.0,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.35,314.55,255.96
535,535,31,No,,Yes,22.13,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,No,No,One Year,Yes,Credit Card,94.9,4422.95,1017.98
536,536,57,No,,Yes,38.97,No,Cable,3.0,No,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,59.55,1646.45,1091.16
537,537,60,No,Offer A,Yes,1.27,Yes,Cable,13.0,Yes,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card,76.9,5023.0,86.36
538,538,21,Yes,Offer A,Yes,28.02,No,DSL,27.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.1,5564.85,1989.42
539,539,65,Yes,Offer B,Yes,27.49,Yes,Fiber Optic,3.0,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,5629.55,1704.38
540,540,53,No,,Yes,5.49,Yes,DSL,14.0,No,No,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,69.0,1108.0,93.33
541,541,51,Yes,Offer C,Yes,3.0,Yes,Fiber Optic,15.0,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.65,2542.45,72.0
542,542,72,No,,Yes,16.36,No,Fiber Optic,28.0,No,No,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,89.15,574.35,114.52
543,543,56,No,,Yes,49.4,Yes,Cable,22.0,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,53.8,283.95,247.0
544,544,59,Yes,,Yes,16.07,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.6,851.2,739.22
545,545,21,No,Offer D,Yes,1.16,No,DSL,41.0,Yes,No,No,Yes,No,No,No,One Year,Yes,Mailed Check,54.6,617.85,12.76
546,546,46,No,Offer D,Yes,49.43,Yes,Cable,17.0,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,59.0,1254.7,1087.46
547,547,73,No,,Yes,43.61,Yes,Fiber Optic,8.0,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.7,2967.35,1308.3
548,548,73,Yes,,Yes,14.34,Yes,Fiber Optic,14.0,No,No,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal,83.25,308.05,57.36
549,549,45,Yes,Offer D,Yes,42.65,Yes,Fiber Optic,3.0,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,104.4,2157.95,895.65
550,550,45,Yes,Offer A,Yes,17.79,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6717.9,1191.93
551,551,72,Yes,,Yes,19.44,No,Fiber Optic,4.0,No,Yes,Yes,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,88.4,2191.15,486.0
552,552,77,Yes,Offer D,Yes,6.97,No,Fiber Optic,19.0,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.45,950.2,83.64
553,553,61,Yes,Offer B,No,,,Cable,2.0,Yes,Yes,No,Yes,No,No,No,Two Year,No,Bank Withdrawal,37.7,2288.7,0.0
554,554,25,Yes,,Yes,21.21,Yes,DSL,27.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.55,6093.3,1527.12
555,555,53,No,Offer B,Yes,39.29,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.1,1001.5,2160.95
556,556,73,No,,Yes,3.23,Yes,Fiber Optic,26.0,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,102.95,2496.7,77.52
557,557,42,Yes,,Yes,31.55,Yes,DSL,23.0,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.9,1549.75,662.55
558,558,45,No,,No,,,Cable,15.0,No,No,No,Yes,No,No,No,One Year,No,Credit Card,29.45,1983.15,0.0
559,559,64,Yes,,Yes,20.49,Yes,,,,,,,,,,Two Year,No,Credit Card,25.2,987.95,799.11
560,560,37,No,,No,,,DSL,19.0,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,40.3,1630.4,0.0
561,561,29,No,,Yes,9.43,No,,,,,,,,,,Two Year,No,Credit Card,19.45,165.35,66.01
562,562,46,Yes,Offer E,No,,,Cable,15.0,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,-4.0,91.7,0.0
563,563,40,Yes,,Yes,39.35,Yes,DSL,2.0,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,79.15,5536.5,2754.5
564,564,80,Yes,Offer C,Yes,29.66,No,Fiber Optic,29.0,No,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,85.2,2874.45,1008.44
565,565,50,No,,Yes,8.93,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,73.1,4144.9,491.15
566,566,66,No,,Yes,32.11,Yes,Fiber Optic,14.0,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,96.4,1581.2,513.76
567,567,34,No,,Yes,38.01,No,Cable,5.0,No,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,49.25,208.45,152.04
568,568,51,No,Offer E,Yes,42.41,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.85,663.55,381.69
569,569,51,Yes,,Yes,11.3,Yes,Fiber Optic,16.0,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.4,1742.95,203.4
570,570,22,No,,Yes,35.59,No,Fiber Optic,69.0,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,4092.85,1993.04
571,571,42,No,,Yes,14.32,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.2,156.85,114.56
572,572,21,No,Offer B,Yes,36.05,Yes,Fiber Optic,73.0,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.45,6300.15,2199.05
573,573,38,No,Offer D,No,,,Cable,6.0,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.75,712.75,0.0
574,574,27,No,,Yes,38.44,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.55,19.55,38.44
575,575,77,Yes,,Yes,7.11,Yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.75,6383.35,440.82
576,576,51,Yes,Offer A,Yes,33.37,Yes,Fiber Optic,24.0,Yes,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card,107.2,7317.1,2302.53
577,577,53,No,Offer C,Yes,17.3,No,Fiber Optic,26.0,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.3,1952.25,432.5
578,578,23,No,Offer A,Yes,23.02,No,Cable,69.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,73.0,5265.2,1657.44
579,579,39,No,Offer D,Yes,39.58,No,Fiber Optic,12.0,No,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,89.4,2001.5,870.76
580,580,59,Yes,,Yes,15.06,No,DSL,11.0,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,51.05,2066.0,587.34
581,581,79,Yes,Offer C,Yes,48.02,Yes,Fiber Optic,24.0,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,101.5,2917.65,1440.6
582,582,56,No,,Yes,26.0,No,Fiber Optic,8.0,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,70.75,70.75,26.0
583,583,65,No,,Yes,41.98,No,,,,,,,,,,Two Year,No,Credit Card,20.05,91.45,167.92
584,584,43,No,Offer B,Yes,29.19,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.05,3990.6,1196.79
585,585,19,Yes,,Yes,9.77,No,,,,,,,,,,Two Year,No,Credit Card,20.0,935.9,468.96
586,586,28,No,,Yes,4.08,Yes,Fiber Optic,59.0,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.8,3958.85,187.68
587,587,54,No,Offer D,Yes,37.45,No,DSL,5.0,No,Yes,No,Yes,No,Yes,Yes,One Year,No,Credit Card,64.9,685.55,374.5
588,588,69,Yes,,Yes,15.16,Yes,Fiber Optic,7.0,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.75,1587.55,242.56
589,589,37,Yes,Offer D,Yes,37.59,No,,,,,,,,,,One Year,No,Credit Card,20.45,242.4,375.9
590,590,47,Yes,,Yes,3.07,Yes,Fiber Optic,23.0,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.4,7372.65,221.04
591,591,45,Yes,Offer A,Yes,37.84,Yes,Cable,53.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5986.55,2724.48
592,592,55,Yes,Offer B,Yes,1.87,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.8,1013.2,93.5
593,593,54,Yes,,Yes,35.35,No,DSL,29.0,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.2,4300.8,2050.3
594,594,25,No,Offer D,Yes,45.42,No,,,,,,,,,,One Year,Yes,Credit Card,19.3,185.2,454.2
595,595,80,Yes,,Yes,21.37,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,-10.0,533.05,149.59
596,596,54,Yes,,Yes,45.15,Yes,,,,,,,,,,One Year,No,Mailed Check,26.4,314.95,541.8
597,597,28,No,,Yes,4.02,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.9,164.6,36.18
598,598,37,Yes,Offer C,Yes,19.32,No,DSL,30.0,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,49.85,1336.15,521.64
599,599,74,Yes,,Yes,21.91,Yes,Cable,11.0,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.6,644.35,153.37
600,600,28,Yes,,Yes,13.97,Yes,Fiber Optic,48.0,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,88.85,3000.25,474.98
601,601,23,Yes,Offer A,Yes,26.44,No,,,,,,,,,,One Year,Yes,Credit Card,20.55,1403.1,1824.36
602,602,41,No,,Yes,33.83,Yes,DSL,19.0,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,80.75,3208.65,1353.2
603,603,64,No,,Yes,26.26,No,,,,,,,,,,Two Year,No,Credit Card,20.05,388.6,472.68
604,604,45,No,,Yes,30.18,No,DSL,4.0,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card,56.35,1381.2,724.32
605,605,49,No,,Yes,30.5,Yes,Fiber Optic,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.2,3914.05,1067.5
606,606,75,No,,Yes,24.67,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,113.8,7845.8,1776.24
607,607,68,No,Offer D,Yes,32.68,Yes,Cable,11.0,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.9,1364.3,424.84
608,608,21,Yes,Offer A,Yes,41.88,Yes,Fiber Optic,59.0,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.5,7674.55,2931.6
609,609,20,Yes,,Yes,37.45,Yes,DSL,48.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,92.4,6786.1,2696.4
610,610,49,Yes,Offer D,Yes,17.43,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.8,272.95,261.45
611,611,35,Yes,,Yes,14.91,No,,,,,,,,,,Two Year,Yes,Mailed Check,20.1,936.85,685.86
612,612,33,Yes,Offer E,Yes,35.09,No,DSL,30.0,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.25,155.35,140.36
613,613,42,Yes,Offer B,Yes,40.73,Yes,Fiber Optic,76.0,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.8,6597.25,2565.99
614,614,58,Yes,,Yes,18.65,No,Fiber Optic,10.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,68.95,351.5,93.25
615,615,39,No,,Yes,20.34,No,Fiber Optic,7.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.8,713.1,183.06
616,616,73,Yes,,Yes,49.91,Yes,Fiber Optic,13.0,No,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.35,6382.0,3443.79
617,617,38,No,,Yes,20.76,No,DSL,30.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,56.4,234.85,83.04
618,618,41,Yes,Offer C,Yes,9.09,No,DSL,16.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.75,2839.45,309.06
619,619,59,No,,Yes,17.83,Yes,Fiber Optic,27.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,84.9,3369.05,713.2
620,620,77,Yes,,Yes,32.12,No,,,,,,,,,,Two Year,No,Credit Card,19.8,1388.45,2280.52
621,621,48,Yes,Offer D,No,,,Cable,53.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,35.5,552.7,0.0
622,622,39,No,,Yes,42.62,No,Fiber Optic,15.0,No,Yes,No,No,No,No,No,One Year,Yes,Credit Card,74.65,966.25,554.06
623,623,41,No,,Yes,27.21,Yes,Fiber Optic,29.0,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.4,857.25,244.89
624,624,60,No,Offer D,Yes,10.95,Yes,Fiber Optic,29.0,No,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,89.2,990.3,120.45
625,625,80,No,,Yes,39.01,No,Fiber Optic,28.0,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,87.1,713.6,312.08
626,626,72,Yes,Offer A,Yes,46.82,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,115.05,8016.6,3324.22
627,627,56,No,Offer B,Yes,39.37,Yes,Fiber Optic,23.0,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.0,4211.55,1692.91
628,628,40,Yes,Offer B,Yes,39.52,Yes,Fiber Optic,57.0,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.1,6700.05,2568.8
629,629,52,No,,Yes,14.26,No,DSL,26.0,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.05,346.4,71.3
630,630,51,Yes,Offer D,Yes,9.47,Yes,DSL,13.0,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,50.1,910.45,179.93
631,631,30,Yes,Offer D,Yes,41.95,No,Fiber Optic,51.0,Yes,No,No,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,91.85,1574.45,713.15
632,632,68,No,Offer E,Yes,10.53,No,DSL,21.0,Yes,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,48.2,340.35,73.71
633,633,57,No,,Yes,22.03,No,Fiber Optic,26.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.35,69.35,22.03
634,634,46,No,,Yes,2.76,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.35,601.6,80.04
635,635,46,No,,No,,,Cable,9.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,53.1,1901.25,0.0
636,636,65,Yes,Offer B,Yes,36.49,No,Fiber Optic,9.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.85,6725.5,2371.85
637,637,59,No,,Yes,40.71,Yes,Fiber Optic,25.0,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.75,99.75,40.71
638,638,50,Yes,,Yes,1.93,Yes,Fiber Optic,21.0,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.5,6873.75,121.59
639,639,80,No,,Yes,28.64,No,Fiber Optic,5.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.0,71.0,28.64
640,640,55,Yes,Offer B,Yes,14.14,No,DSL,28.0,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,73.6,3522.65,664.58
641,641,65,Yes,,Yes,28.64,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,One Year,Yes,Credit Card,75.2,775.3,315.04
642,642,65,No,,Yes,31.13,Yes,DSL,15.0,No,No,No,No,No,No,No,Two Year,No,Mailed Check,48.75,179.85,124.52
643,643,27,Yes,,No,,,DSL,52.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.85,2036.55,0.0
644,644,31,No,Offer C,Yes,31.73,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.9,518.3,824.98
645,645,52,Yes,Offer B,Yes,27.38,Yes,Fiber Optic,57.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.35,4889.2,1341.62
646,646,59,No,Offer E,Yes,26.47,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.7,137.6,211.76
647,647,43,No,Offer B,Yes,31.31,No,Fiber Optic,12.0,Yes,No,Yes,No,Yes,No,No,One Year,No,Bank Withdrawal,91.25,4738.3,1628.12
648,648,37,No,,Yes,8.91,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.25,178.5,80.19
649,649,22,No,Offer B,Yes,5.75,No,DSL,53.0,Yes,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Credit Card,73.9,3160.55,241.5
650,650,49,No,Offer B,Yes,48.72,No,DSL,2.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.4,4981.15,3020.64
651,651,21,No,Offer A,Yes,8.71,Yes,DSL,41.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,85.25,5714.2,583.57
652,652,63,No,,Yes,25.49,No,DSL,9.0,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.35,89.5,50.98
653,653,31,Yes,Offer A,Yes,7.16,Yes,Fiber Optic,24.0,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,106.1,7548.6,515.52
654,654,52,Yes,Offer D,Yes,2.96,Yes,DSL,76.0,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,69.2,944.65,41.44
655,655,79,Yes,Offer D,Yes,48.15,Yes,Fiber Optic,6.0,Yes,Yes,No,No,No,Yes,Yes,Two Year,No,Credit Card,93.8,1261.0,625.95
656,656,55,No,,Yes,25.59,No,Cable,7.0,No,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,54.65,1517.5,716.52
657,657,29,Yes,,Yes,31.99,No,DSL,59.0,No,No,Yes,No,No,Yes,Yes,One Year,No,Credit Card,60.6,3297.0,1695.47
658,658,44,No,,Yes,8.32,No,Fiber Optic,16.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,79.75,164.5,16.64
659,659,51,No,,Yes,37.69,Yes,Fiber Optic,15.0,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.5,4036.85,1507.6
660,660,28,No,Offer A,Yes,37.5,Yes,Fiber Optic,30.0,Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,102.95,6886.25,2512.5
661,661,48,Yes,,Yes,11.18,Yes,,,,,,,,,,Two Year,No,Credit Card,25.6,1888.25,793.78
662,662,27,No,Offer D,Yes,22.26,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.7,340.35,378.42
663,663,50,No,Offer D,Yes,39.34,No,,,,,,,,,,Two Year,No,Credit Card,19.45,369.05,668.78
664,664,51,No,,Yes,19.74,Yes,Fiber Optic,27.0,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.05,434.5,118.44
665,665,38,Yes,,No,,,DSL,16.0,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,29.5,1423.05,0.0
666,666,34,No,,Yes,41.77,No,Fiber Optic,15.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.8,80.8,41.77
667,667,60,No,Offer C,Yes,44.28,No,Fiber Optic,5.0,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.9,2068.55,1239.84
668,668,39,Yes,Offer B,Yes,15.24,No,DSL,16.0,Yes,No,No,No,Yes,No,No,One Year,Yes,Credit Card,59.8,3561.15,914.4
669,669,57,No,Offer A,Yes,2.93,Yes,Fiber Optic,10.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,106.75,7283.25,208.03
670,670,80,No,,Yes,41.93,Yes,Fiber Optic,21.0,No,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,104.1,3121.1,1257.9
671,671,30,No,,Yes,37.03,Yes,DSL,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.95,1161.75,481.39
672,672,42,Yes,Offer B,Yes,31.49,No,,,,,,,,,,One Year,No,Credit Card,20.4,1226.45,1920.89
673,673,40,No,Offer B,No,,,DSL,76.0,Yes,Yes,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal,43.05,2208.05,0.0
674,674,32,Yes,,Yes,5.26,No,DSL,19.0,No,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,55.15,1206.05,115.72
675,675,26,Yes,,Yes,32.28,Yes,,,,,,,,,,One Year,Yes,Credit Card,23.75,1446.8,2001.36
676,676,34,Yes,,Yes,42.09,No,Fiber Optic,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.75,6110.2,2272.86
677,677,42,Yes,Offer D,Yes,35.96,No,DSL,17.0,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,50.3,908.75,647.28
678,678,77,Yes,Offer E,No,,,DSL,12.0,No,Yes,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,40.2,40.2,0.0
679,679,74,No,,Yes,14.78,Yes,DSL,10.0,No,Yes,No,Yes,No,No,No,Two Year,No,Bank Withdrawal,59.6,2754.0,694.66
680,680,56,Yes,Offer A,Yes,29.29,Yes,DSL,30.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.3,5980.55,2108.88
681,681,47,Yes,,Yes,3.08,Yes,Fiber Optic,20.0,No,Yes,No,Yes,Yes,No,No,Two Year,Yes,Credit Card,92.45,6460.55,212.52
682,682,31,Yes,,Yes,5.88,Yes,,,,,,,,,,One Year,Yes,Credit Card,24.2,914.6,229.32
683,683,43,No,,Yes,15.6,Yes,Fiber Optic,22.0,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,79.85,797.25,156.0
684,684,54,Yes,Offer B,Yes,27.93,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.55,1108.8,1619.94
685,685,77,Yes,Offer C,Yes,16.1,No,Cable,12.0,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.15,2231.05,386.4
686,686,28,No,Offer E,Yes,26.16,Yes,Fiber Optic,85.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.7,364.55,104.64
687,687,52,Yes,Offer B,Yes,27.87,No,Fiber Optic,17.0,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,69.05,3842.6,1532.85
688,688,64,No,Offer E,Yes,36.76,Yes,Fiber Optic,20.0,No,Yes,No,No,Yes,No,No,Month-to-Month,No,Credit Card,89.6,365.65,147.04
689,689,39,No,,Yes,31.88,No,Fiber Optic,7.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,78.5,242.05,95.64
690,690,67,No,,Yes,12.52,No,Fiber Optic,25.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.65,142.35,25.04
691,691,52,No,Offer D,No,,,DSL,17.0,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,45.55,597.0,0.0
692,692,63,No,Offer D,Yes,47.12,Yes,Fiber Optic,23.0,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Mailed Check,78.0,851.8,518.32
693,693,69,No,,Yes,5.46,No,Fiber Optic,24.0,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.85,688.65,54.6
694,694,41,No,,Yes,25.24,No,Fiber Optic,29.0,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.95,815.5,277.64
695,695,42,Yes,,Yes,13.95,Yes,Fiber Optic,11.0,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.4,6721.6,892.8
696,696,25,No,Offer D,Yes,12.76,Yes,Fiber Optic,48.0,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.35,1852.85,267.96
697,697,42,Yes,,Yes,47.6,Yes,,,,,,,,,,Two Year,No,Credit Card,24.25,1784.5,3427.2
698,698,64,No,,Yes,42.8,No,,,,,,,,,,Two Year,Yes,Credit Card,20.2,684.4,1498.0
699,699,73,Yes,,Yes,4.19,Yes,Fiber Optic,11.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,86.85,156.35,8.38
